date,macro_regime,favourable_feature_count,favourable_features,blocking_features,target_btc_weight,target_eth_weight,target_cash_weight,target_exposure,allocation,reason
2019-01-04,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-01-11,risk_off,2,"dow_vol_level, vix_change_5d","equity_realized_vol_21d, equity_momentum_21d, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-01-18,risk_off,1,equity_realized_vol_21d,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-01-25,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_change_21d","vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_on; only 4/6 macro features were favourable
2019-02-01,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is neutral; only 3/6 macro features were favourable
2019-02-08,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-02-15,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-02-22,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is neutral; only 3/6 macro features were favourable
2019-03-01,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-03-08,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2019-03-15,risk_off,2,"vix_change_5d, vix_change_21d","equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-03-22,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-03-29,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d","dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_on; only 4/6 macro features were favourable
2019-04-05,risk_off,2,"equity_realized_vol_21d, equity_momentum_21d","dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-04-12,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-04-19,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-04-26,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-05-03,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2019-05-10,risk_off,1,dow_vol_level,"equity_realized_vol_21d, equity_momentum_21d, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-05-17,risk_off,1,vix_change_5d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-05-24,risk_off,1,equity_realized_vol_21d,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-05-31,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-06-07,risk_off,1,vix_change_5d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-06-14,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d","dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_on; only 4/6 macro features were favourable
2019-06-21,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is neutral; only 3/6 macro features were favourable
2019-06-28,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-07-05,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2019-07-12,risk_off,2,"vix_change_5d, vix_change_21d","equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-07-19,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-07-26,risk_off,1,vix_change_5d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-08-02,risk_off,1,dow_vol_level,"equity_realized_vol_21d, equity_momentum_21d, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-08-09,risk_off,2,"equity_realized_vol_21d, vix_change_5d","equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-08-16,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2019-08-23,neutral,3,"equity_realized_vol_21d, vix_change_5d, vix_change_21d","equity_momentum_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2019-08-30,risk_off,2,"equity_realized_vol_21d, vix_change_5d","equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-09-06,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d","dow_vol_level, vix_level",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2019-09-13,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d","dow_vol_level, vix_level",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2019-09-20,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-09-27,risk_off,1,vix_change_21d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-10-04,risk_off,1,dow_vol_level,"equity_realized_vol_21d, equity_momentum_21d, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-10-11,risk_off,1,equity_realized_vol_21d,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-10-18,neutral,3,"equity_realized_vol_21d, vix_change_5d, vix_change_21d","equity_momentum_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2019-10-25,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2019-11-01,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-11-08,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-11-15,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2019-11-22,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-11-29,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2019-12-06,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2019-12-13,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-12-20,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2019-12-27,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2020-01-03,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2020-01-10,risk_off,2,"equity_momentum_21d, vix_change_5d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2020-01-17,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2020-01-24,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2020-01-31,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2020-02-07,risk_off,2,"equity_realized_vol_21d, vix_change_5d","equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2020-02-14,risk_off,2,"equity_realized_vol_21d, vix_change_5d","equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2020-02-21,risk_off,2,"equity_realized_vol_21d, equity_momentum_21d","dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2020-02-28,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2020-03-06,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-03-13,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2020-03-20,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2020-03-27,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-04-03,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2020-04-10,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2020-04-17,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2020-04-24,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-05-01,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2020-05-08,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2020-05-15,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-05-22,risk_on,5,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",equity_momentum_21d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-05-29,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-06-05,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2020-06-12,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level","vix_change_5d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-06-19,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",vix_change_21d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-06-26,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-07-03,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2020-07-10,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_21d","equity_momentum_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-07-17,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-07-24,risk_on,4,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d","equity_realized_vol_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-07-31,risk_on,5,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",equity_realized_vol_21d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-08-07,risk_on,5,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",equity_realized_vol_21d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-08-14,risk_on,4,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d","equity_realized_vol_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-08-21,risk_on,4,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d","equity_realized_vol_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-08-28,neutral,3,"equity_momentum_21d, dow_vol_level, vix_level","equity_realized_vol_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2020-09-04,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level","vix_change_5d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-09-11,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-09-18,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-09-25,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_21d","equity_momentum_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-10-02,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_21d","equity_momentum_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-10-09,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d",vix_change_21d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-10-16,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-10-23,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level","vix_change_5d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-10-30,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2020-11-06,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-11-13,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-11-20,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-11-27,risk_on,5,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",equity_realized_vol_21d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2020-12-04,risk_on,4,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d","equity_realized_vol_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-12-11,risk_on,4,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d","equity_realized_vol_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-12-18,risk_on,4,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d","equity_realized_vol_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2020-12-25,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-01-01,neutral,3,"equity_momentum_21d, dow_vol_level, vix_level","equity_realized_vol_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-01-08,risk_on,4,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d","equity_realized_vol_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2021-01-15,neutral,3,"equity_momentum_21d, dow_vol_level, vix_level","equity_realized_vol_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-01-22,risk_on,5,"equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",equity_realized_vol_21d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2021-01-29,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-02-05,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2021-02-12,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level","vix_change_5d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2021-02-19,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2021-02-26,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-03-05,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-03-12,risk_on,5,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",equity_momentum_21d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2021-03-19,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2021-03-26,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2021-04-02,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-04-09,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
